,0
173,-9.31637875119426
174,-10.961121599238078
175,-10.306514463461411
176,-8.864587430744054
177,-9.602562996338273
178,-8.464018621175619
179,-8.224655909525568
180,-7.084620516852876
181,-5.8753761528094115
182,-6.514274360256111
183,-4.899397461466709
184,-4.45929402268648
185,-2.564048263889781
186,-3.4853935911339287
187,-0.500577890786386
188,-1.0179708252585105
189,-0.5789887616556372
190,2.4175530340710734
191,3.3372465261324837
192,4.141039199110572
193,2.1680517999438793
194,5.095817282193567
195,6.289935145456548
196,5.790013356837773
197,6.887254352201744
198,7.418186654244158
199,9.056495915310444
200,9.814643481397189
201,10.2419388130271
202,9.379121182221823
203,9.188136042248805
204,9.251152535922573
205,8.620447632141076
206,9.867981958862535
207,10.317741426985478
208,8.5213067721603
209,9.624025975558979
210,8.466414361358028
211,6.691643479585625
212,8.32132386535447
213,5.770960275812484
214,8.047050265869014
215,4.158806883993725
216,5.230668305166001
217,2.048440445703826
218,2.5302475870871235
219,1.0275368506057254
220,-0.22581298415532763
221,-2.0264730642280924
222,-1.8989197372854463
223,-5.008520875546278
224,-5.569740758602563
225,-4.070783502468285
226,-4.610244748789659
227,-5.490167722777436
228,-9.974982286287824
229,-8.472012937398926
230,-9.020367024308692
231,-9.263803433137374
232,-8.865949377793667
233,-10.505877825406717
234,-10.13090408099565
235,-11.10538244190911
236,-9.727476106931734
237,-10.83471527213947
238,-9.329433548980399
239,-9.29256322912895
240,-9.839922954469465
241,-7.33481523211516
242,-8.657898298326826
243,-7.815692539210678
244,-7.129071118923657
245,-5.273606079882926
246,-7.215912260208862
247,-5.295460266672015
248,-3.6365693599491973
249,-4.64547014753359
250,-0.6517351151296812
251,0.0759358527553996
252,1.2138922245353458
253,2.449678935424748
254,2.1493107394019964
255,4.64184445329262
256,6.071216269622866
257,5.583168806896829
258,6.018027447988248
259,6.842659294161773
260,6.21414829069704
261,7.898581341562014
262,9.405717410572931
263,8.252603865314393
264,9.57227109699432
265,9.776363445853942
266,9.772004087905756
267,12.271338586960244
268,9.854018366223187
269,9.37403584972349
270,10.242888170411854
271,10.049138790079185
272,9.620571374003681
273,8.166507263318547
274,8.37762517975925
275,5.559130650282107
276,6.21800893931783
277,4.967165594495129
278,4.810745176138742
279,3.5637805249330134
280,3.8645797602138883
281,1.5417408167207924
282,-0.13084591235113374
283,0.6720385588767446
284,-2.4561038764443035
285,-0.33182793657677
286,-2.5937227758828634
287,-5.7862416818606075
288,-4.288335792769215
289,-6.9979357209212525
290,-7.6572180031839725
291,-6.127780075545349
292,-7.505924866598366
293,-9.156372249933561
294,-9.17383086475686
295,-9.023396903439883
296,-7.7457804766841925
297,-10.338478757865708
298,-11.42580942078866
299,-8.709876155801455
300,-10.020906256888853
301,-8.699356339538264
302,-8.269681882419901
303,-9.465236339487205
304,-10.737949035193362
305,-8.665035296580594
306,-7.984246487846999
307,-6.636659965062042
308,-4.870128939976566
309,-6.135222912044581
310,-3.935411480446296
311,-1.9931441878451466
312,-0.7520318090732789
313,-1.1693043202505846
314,1.8941904846203368
315,1.721912485211008
316,0.6273208048467005
317,1.2364361031285511
318,2.8211259991393454
319,4.4965895001064995
320,5.9783783210381785
321,6.669963588518396
322,9.825979819898468
323,5.468759924302789
324,8.92299846531743
325,7.8726619409901675
326,8.627149942007524
327,9.394181944499607
328,9.944011495314262
329,10.099796971523165
330,9.819742605878076
331,9.55424026132335
332,9.194922997482362
333,10.558758798059266
334,10.334590838891925
335,9.16006144490604
336,9.80798143088174
337,8.736451340302056
338,7.110310470345345
339,5.487327266484753
340,3.4139414878959657
341,4.264562107923427
342,4.241232355953986
343,3.689635021534855
344,1.580154244202773
345,1.129406684138273
346,-1.0112714748856388
347,-1.5980427054989337
348,-3.6664810144406053
349,-3.3612328376785428
350,-3.515552373026026
351,-6.50883926885373
352,-7.309306285689595
353,-5.6619837978536705
354,-8.368546517705012
355,-7.870240890600624
356,-8.611994724746955
357,-10.127610218208348
358,-10.091875201693005
359,-10.404677519786755
360,-10.699419885889954
361,-9.506810981016296
362,-8.848918647608686
363,-9.796602132833755
364,-10.425534914913442
365,-6.857011705132561
366,-8.2828367443149
367,-7.852725406042354
368,-7.8917833455384105
369,-6.263600550062622
370,-7.4416735233623825
371,-7.818616389289257
372,-4.752058236611316
373,-6.096736789553336
374,-2.903551506616526
375,-0.24068828805245746
376,-0.018879153268035687
377,-1.0968708139538634
378,1.0020401676128958
379,2.2477383831420656
380,4.013118510969869
381,3.7376481368273207
382,4.444316984652235
383,5.613348528984166
384,7.118118168143507
385,8.404378763858425
386,7.715807738729775
387,8.350650876183906
388,9.416194830385965
389,8.642298658151832
390,10.52444720170373
391,7.736032736228028
392,9.63174397336387
393,11.107545107019677
394,9.147009528353298
395,9.00136213465232
396,9.701444813092202
397,8.956585022638004
398,10.754189420526396
399,8.710359012520437
400,8.73629415255239
401,7.462948670361342
402,5.72084470190437
403,4.418855047908435
404,4.3521459957211475
405,2.067812092107994
406,0.3268655457585794
407,1.6367142249280784
408,0.7171164695756931
409,-0.029453419173644413
410,-1.4781273879345456
411,-1.0028362660253718
412,-4.2747310362231765
413,-5.716356919879383
414,-5.682521476513196
415,-5.330725412690304
416,-7.830151420655587
417,-7.1276496866018775
418,-7.558786315793873
419,-10.779617756987019
420,-10.372854685539684
421,-10.433726587343594
422,-8.639935433514694
423,-10.071037325695338
424,-10.031995653026268
425,-9.462997020277117
426,-8.559904752264549
427,-8.692835417069004
428,-10.075118214156237
429,-9.666989598345157
430,-7.911744214272988
431,-6.152771350206132
432,-5.76890260435867
433,-5.090463042081306
434,-3.1641536765919605
435,-3.6972784060482775
436,-3.2754994392504604
437,-4.038914471177931
438,-0.5904116621652631
439,-0.8216078040433094
440,1.8668870992942943
441,0.8673149772701657
442,1.3535594516839349
443,3.4331306437424765
444,4.733457949036414
445,4.181914046780849
446,6.944048616020485
447,5.267277141371993
448,4.954613899847971
449,8.05199065583372
450,6.9675683409827744
451,9.324727070555817
452,8.973347014726025
453,11.522450398349827
454,10.141464170753016
455,9.418331936162785
456,9.130158451715648
457,9.203711710742425
458,10.201451606333015
459,8.251240594325083
460,10.31670244796915
461,8.36954958557839
462,8.80531930661744
463,6.684919237990743
464,7.124899318143905
465,4.490406119684906
466,4.860640004003252
467,3.026339286707227
468,4.531980536860345
469,1.2567082226505275
470,0.2642398939617029
471,0.36335759015555164
472,-1.0767535965264263
473,-2.96826026697822
474,-2.362955570453184
475,-3.3539719255155895
476,-4.51145745250045
477,-4.926343137748223
478,-7.349210949576479
479,-6.724542578268415
480,-7.582068503453632
481,-7.779919395748165
482,-10.042561889300627
483,-8.967009864549482
484,-8.758184735267992
485,-9.51356592638325
486,-8.699569766118701
487,-10.194761867382564
488,-10.057615527878983
489,-9.469038319449941
490,-9.034448247951104
491,-10.906878915996835
492,-9.570070203763217
493,-7.837471607103443
494,-6.785361132960765
495,-6.573914341299712
496,-6.487576647192882
497,-4.330407277275097
498,-4.802595509095031
499,-1.76686662748097
500,-3.7626848614773847
501,-1.8817451846836686
502,0.0008658895306458136
503,-0.9561013791483013
504,1.536858831564347
505,3.79047510918711
506,3.4078374116814203
507,5.968681401957655
508,3.6758502865731617
509,5.992910155113902
510,7.0786795089073085
511,7.492791815909555
512,8.461484793703525
513,5.9167768222174875
514,8.826433905938648
515,9.096035934852111
516,10.750764948374849
517,10.887429704087806
518,9.341589214695702
519,10.919008518151381
520,10.360950788865416
521,9.26198543300022
522,7.993869110303779
523,9.22751612992473
524,9.06701034749382
525,8.672470286537605
526,5.4321406493844
527,5.318546604494971
528,3.901615184079221
529,3.882211191322516
530,2.716712389909291
531,3.7640075838167686
532,0.7438494153765101
533,2.233192417554444
534,0.27784803791651924
535,-0.9115922436520055
536,-2.836289365396384
537,-3.5906436156174095
538,-4.747114527281787
539,-6.955362319080917
540,-4.958995819166991
541,-6.652225602590212
542,-8.379027796790362
543,-8.02176384584148
544,-9.037513507021096
545,-8.498030119080498
546,-10.692920357749895
547,-11.457431880310743
548,-10.15437654520677
549,-10.313030289485404
550,-10.377845860023713
551,-10.816335109635784
552,-12.084099778137823
553,-9.509631531292658
554,-9.415456943687992
555,-8.49430246565061
556,-8.261360881244972
557,-5.674087298066743
558,-7.211190961224856
559,-6.46955356591163
560,-6.073332128277959
561,-3.4068615143255863
562,-3.536248818162812
563,-2.750453946631333
564,-3.213664306628597
565,-1.4152044072691123
566,-0.6958957781095819
567,-0.5231996300567496
568,2.4859048342572034
569,3.6803558584836336
570,4.539467379199609
571,4.567518098098248
572,5.225876026838579
573,7.3623281040095385
574,6.418681010403904
575,8.961531167491563
576,8.409477220306485
577,9.95784980698765
578,8.946619703462058
579,9.09023699890065
580,8.249540581746341
581,9.896158436298256
582,10.313159410494322
583,10.007011375267185
584,9.207742465535802
585,9.705455874591125
586,9.791874672454718
587,8.268968611045755
588,9.44983598120346
589,6.914870103559262
590,7.259207879913686
591,7.753480819463936
592,4.4183703714621725
593,3.6348950746725968
594,3.4057795725826012
595,1.26186694609797
596,0.715026858533802
597,-0.9481126746157589
598,0.6567252288846344
599,-1.6978845531132185
600,-3.249516043166121
601,-3.0853894439912524
602,-5.369505719243341
603,-6.33894356585762
604,-5.704882020401163
605,-6.5362190502049105
606,-8.329754562235253
607,-9.825646448407976
608,-10.237196661124829
609,-9.521615905986696
610,-9.813793922572458
611,-11.42162441765484
612,-11.526498568237997
613,-8.006517174791266
614,-10.41817671050167
615,-8.906221552646148
616,-8.858589602939988
617,-8.783740248423443
618,-9.299602084759591
619,-5.7734292151160895
620,-7.5909950549322724
621,-7.140005716687652
622,-6.363028207542586
623,-4.558914721647794
624,-5.317936089600783
625,-4.448414700691391
626,-3.0521132843605674
627,-2.0051237665573063
628,0.9103089872326011
629,0.9960544483746764
630,2.1715749964461426
631,2.704024671680967
632,2.0133023368934957
633,5.845252911648737
634,4.451756753346419
635,6.646452744808141
636,7.346806507327385
637,7.540653957132973
638,8.869460514094579
639,9.659941935950602
640,9.432761720892255
641,9.225659757003807
642,10.745331978039427
643,7.53651763844082
644,9.302911502307886
645,10.517056710806644
646,10.142579315621429
647,11.227086176186235
648,11.431324906414911
649,7.648263192049799
650,10.293475611495392
651,6.638996761525238
652,8.399690223384106
653,5.947140225879993
654,7.034942762121823
655,5.122510008943003
656,2.6023553943572555
657,1.9351563866759949
658,1.4113242910437314
659,2.810533575496578
660,-1.615974043069702
661,-2.914048091632891
662,-2.504047689512177
663,-2.103799444071326
664,-3.739647972957821
665,-4.9220113955613
666,-4.225303132168131
667,-5.895878809940434
668,-6.960119832343132
669,-7.908813133554251
670,-8.374972536517362
671,-9.794738303568078
672,-9.329506640503952
673,-9.132677433885263
674,-10.006356426040378
675,-10.177075594682744
676,-9.79610565664771
677,-10.558480351556383
678,-7.800415283234978
679,-10.441622310457115
680,-8.857173941880978
681,-9.17284780319227
682,-7.731737508312377
683,-6.205028379314399
684,-7.414834431159517
685,-5.909185824953874
686,-6.4006235467541615
687,-3.4222582036709386
688,-2.0802826441219207
689,-3.2944712597587085
690,-0.5093416106905986
691,-1.994769759178532
692,1.4543453722517512
693,2.120072277031274
694,4.205064596930313
695,4.520890462040178
696,4.273705731603243
697,6.310866872108934
698,6.069669979571609
699,7.904758103354387
700,6.920101969282604
701,8.569148908568575
702,10.222584695474495
703,8.795846918184447
704,9.190317849670258
705,8.81367453339341
706,10.370560327949933
707,9.36550613879301
708,12.08018846014399
709,10.024671408912015
710,9.71890901264967
711,10.555493763017925
712,9.141035571109255
713,7.204892426304185
714,8.339601466584059
715,5.941962045758925
716,5.115379454985817
717,4.934255522897604
718,4.916070743575536
719,4.318725174304131
720,2.7657030867103205
721,1.4372029979817325
722,1.024955176616377
723,0.028461107944311115
724,-2.287728796220501
725,-1.9598177811024255
726,-3.7285141944027083
727,-5.725621604293332
728,-4.504347396415719
729,-6.866831049581972
730,-5.203370806529765
731,-6.933622442190369
732,-7.957911679399597
733,-8.585567884569114
734,-9.994232803258349
735,-11.218396188273674
736,-8.83217017314405
737,-9.489301816520822
738,-9.174445902986621
739,-11.271540764309838
740,-11.982428908890558
741,-8.46937071548794
742,-9.111274661968318
743,-10.21083767710051
744,-6.166975654503183
745,-8.837765199366741
746,-5.743122303964049
747,-6.60634175159201
748,-6.607485834230969
749,-4.014123394516321
750,-5.397203700467951
751,-2.3953334491938874
752,-3.275996872663674
753,-1.0864489045245702
754,0.6002592909609289
755,1.7514242582622088
756,1.4111535427114488
757,3.9009786648445646
758,4.664210206564909
759,5.939952145295856
760,7.920523403979223
761,7.30505998544436
762,8.99105367403022
763,8.0795034734135
764,8.534055848268773
765,9.98233675989842
766,9.147753213156008
767,10.805663833300006
768,9.085342252881102
769,9.922512496024853
770,10.93208646765135
771,9.01139987678357
772,10.761862500996424
773,10.071539816622138
774,7.139794488194585
775,7.574165101106486
776,10.43566648512352
777,10.080426838134635
778,7.464006162238315
779,7.600743921520266
780,5.409406813284106
781,4.094686186249578
782,4.4213186387531405
783,1.0979330540270809
784,-1.4219068479674826
785,0.6819462031955672
786,0.019275664084737576
787,-1.6706914884056696
788,-1.9468027288173597
789,-2.1903171863196818
790,-3.5252682547464724
791,-5.2244739148681365
792,-5.399503263740054
793,-6.4150279878487835
794,-6.7463051962474605
795,-8.698059353614376
796,-9.559097086794218
797,-8.321140912676665
798,-9.282961978425481
799,-9.314421002262156
800,-9.906864121575047
801,-10.210970399035991
802,-9.73706093846382
803,-9.594042530841321
804,-10.92109611866736
805,-7.220878718213035
806,-8.811245442269506
807,-10.677388094673915
808,-8.997594608413095
809,-6.9364966372973615
810,-5.168794074912343
811,-4.580437479978783
812,-4.952463659527214
813,-2.7706999779128476
814,-2.7522200156611434
815,-1.9544925327668787
816,-0.5900843466140132
817,-1.2663248539227763
818,-0.025709409726001775
819,1.1912434921716946
820,2.3172740551934963
821,3.9265074959707906
822,4.518324120205653
823,5.684977808169412
824,6.011199661315376
825,8.102583955277003
826,7.9971743294854765
827,8.284450202928326
828,9.503705106805345
829,8.589406218939036
830,10.188532520151236
831,10.372415846539845
832,9.637481154706528
833,10.411153104592085
834,9.704129328931435
835,10.4273240037603
836,10.864677670860432
837,10.010121646999771
838,8.958151333976312
839,6.712070880810917
840,7.301243113641403
841,5.383917974111119
842,5.451954562171264
843,6.835434246484616
844,5.026877626577235
845,2.0270564278657495
846,2.582955267645078
847,2.638556922788286
848,0.45737102583754125
849,-1.2265292258909954
850,-1.4124893741197644
851,-2.1034649147302398
852,-3.375524851833562
853,-6.213704754272218
854,-6.609585727911526
855,-6.682446752634042
856,-7.785754192869179
857,-7.7822877345096355
858,-8.149681122744056
859,-8.829212710827678
860,-8.16048018503907
861,-8.845780477332585
862,-9.798539767177655
863,-9.13446871729573
864,-10.711102431654414
865,-11.56610348277702
866,-9.804020729803652
867,-10.356458005190321
868,-9.262038335704483
869,-9.690238035968896
870,-8.009702881962804
871,-7.1263966312606115
872,-5.964392950214634
873,-6.257389006931583
874,-5.727646092918665
875,-4.016165416388273
876,-3.4734468531518345
877,-4.747024397418253
878,-3.3927331888380787
879,-0.4597393911102018
880,-0.41424307282843664
881,1.9290690780929713
882,3.16439135533615
883,5.0604109800167
884,4.739218543938798
885,4.169629309843709
886,4.406066687174402
887,7.037504756852709
888,6.781164230334058
889,9.483636869301272
890,9.723569991022764
891,8.396203683113969
892,9.754146858928847
893,8.805248980319748
894,9.923924133149674
895,10.997344180946534
896,9.581667992678996
897,9.968263270512203
898,10.736010081670557
899,9.589393551235938
900,8.948016550254065
901,8.177223702566362
902,9.123909815669741
903,8.195960824601805
904,6.974713615226592
905,6.213388637515046
906,4.722017728307486
907,1.554310608163683
908,2.2712264139010134
909,1.1934264007268278
910,-0.32803722179758177
911,0.6890918727618779
912,0.039082302217434806
913,-1.4318874323356046
914,-1.2110158323175861
915,-5.094215744582706
916,-5.0626809912789685
917,-6.287726031464886
918,-7.687494963403655
919,-7.589478391445566
920,-7.062250528256529
921,-7.689453094999817
922,-8.989682108492392
923,-10.203590377578807
924,-10.12730651013556
925,-11.009313793631094
926,-9.525180437135063
927,-10.883376101620925
928,-9.784672616955236
929,-9.204644247449396
930,-9.446447894096872
931,-9.120240187889857
932,-7.373960494532548
933,-8.856497216706122
934,-8.266377982603542
935,-7.260276650747826
936,-5.109153897996562
937,-5.456856567850019
938,-3.6542665175623883
939,-2.545805189887186
940,-2.589949752984566
941,-0.3932406020687831
942,0.21499332832660822
943,0.9497288233202287
944,1.6760811652651006
945,3.1847685339588807
946,4.3554723939910716
947,5.017500036916976
948,4.341437380137648
949,5.3419391363603035
950,6.964892739110156
951,9.067328493578563
952,8.988055445227841
953,6.459204156922734
954,6.412240609485656
955,9.015190871197165
956,8.962147242021624
957,9.820697938156412
958,9.9968809745267
959,8.508534623566309
960,10.803226122073168
961,10.912350408294802
962,9.389576081039264
963,6.973319119938925
964,8.92605871407299
965,7.923817009019184
966,6.535455246156193
967,6.380880806390606
968,5.310073017373364
969,4.409862454269251
970,4.314647156846446
971,3.184820727034077
972,3.324554120130422
973,1.1303688213437437
974,0.6104873108254126
975,-1.5992636559045788
976,-3.1542307970195536
977,-4.6336708517583105
978,-4.549950650378906
979,-4.707034144840651
980,-5.8183263078605325
981,-5.473263327136172
982,-6.629974364169878
983,-9.340920909596232
984,-9.631000110046527
985,-8.188238112462473
986,-9.284402785093041
987,-10.314732641322705
988,-10.107193458428664
989,-10.38170974690772
990,-8.445289269318021
991,-10.130373080763277
992,-9.871924355344355
993,-8.17312719475807
994,-7.630427235479955
995,-9.234142794582803
996,-6.115972333044679
997,-7.589637249662637
998,-4.773398090789401
999,-6.203782827506319
